C:\Users\ma1008\Documents\Audio Precision\ATS 1.60\Quick Launch\A-A FFT.ats2, 12/19/14 16:18:49
FFT.Frequency,     FFT.ChA Amplitude, ,FFT.ChB Amplitude, ,,,,
Source 1,          Data 1,            ,Data 3,            ,,,,
Hz,                dBV,               ,dBV,               ,,,,
837.525634335,     -102.343288101,    ,-100.892528617,    ,,,,
854.220422886,     -95.5769606095,    ,-98.8201629741,    ,,,,
871.247996434,     -100.31732973,     ,-99.403771953,     ,,,,
888.614988536,     -100.958529005,    ,-102.484077647,    ,,,,
906.32816498,      -101.823064804,    ,-99.9230953772,    ,,,,
924.394426419,     -102.866342473,    ,-100.301069682,    ,,,,
942.820811063,     -100.426474862,    ,-100.144196626,    ,,,,
961.614497414,     -98.8449955534,    ,-100.608702582,    ,,,,
980.782807069,     -101.805069682,    ,-98.901129802,     ,,,,
1000.33320757,     -80.1438006942,    ,-81.6174895355,    ,,,,
1020.2733153,      -82.0536804848,    ,-83.6697025056,    ,,,,
1040.6108985,      -103.655750893,    ,-99.1465831087,    ,,,,
1061.35388021,     -94.7968570348,    ,-98.7076085692,    ,,,,
1082.51034143,     -101.470467674,    ,-101.458943879,    ,,,,
1104.08852425,     -102.263924128,    ,-100.451533342,    ,,,,
1126.09683504,     -102.471509104,    ,-102.162697449,    ,,,,
1148.54384774,     -98.5164704812,    ,-98.8320697473,    ,,,,
1171.4383072,      -97.3774757293,    ,-98.8010861601,    ,,,,
1194.78913258,     -94.5413001481,    ,-98.8765389974,    ,,,,
1218.60542084,     -93.1481245155,    ,-97.7268831899,    ,,,,
1242.89645027,     -99.6160493009,    ,-100.860347826,    ,,,,
1267.67168409,     -98.6466284793,    ,-99.6766404653,    ,,,,
1292.9407742,      -101.311908036,    ,-100.911970806,    ,,,,
1318.71356485,     -100.092644723,    ,-100.204377995,    ,,,,
1345.00009653,     -101.456031458,    ,-99.9641753267,    ,,,,
1371.8106099,      -100.099245779,    ,-99.5178718292,    ,,,,
1399.15554971,     -102.722405146,    ,-100.102026673,    ,,,,
1427.04556895,     -101.778533246,    ,-102.005818164,    ,,,,
1455.49153293,     -100.113855414,    ,-99.6569101947,    ,,,,
1484.50452356,     -102.822165256,    ,-99.9556247072,    ,,,,
1514.09584364,     -100.446347052,    ,-100.223747938,    ,,,,
1544.27702129,     -102.399873902,    ,-99.6838161954,    ,,,,
1575.05981442,     -101.284974817,    ,-99.5965653685,    ,,,,
1606.45621529,     -101.982115048,    ,-101.958763454,    ,,,,
1638.47845524,     -102.517759469,    ,-99.5883689157,    ,,,,
1671.13900942,     -102.755216784,    ,-99.1353780512,    ,,,,
1704.45060164,     -102.429517573,    ,-100.291707268,    ,,,,
1738.42620934,     -101.441889628,    ,-99.9923950244,    ,,,,
1773.07906865,     -101.471213858,    ,-99.9830163718,    ,,,,
1808.42267955,     -101.830909637,    ,-99.3967169455,    ,,,,
1844.4708111,      -100.720102088,    ,-102.007333327,    ,,,,
1881.23750686,     -101.475013608,    ,-101.328041417,    ,,,,
1918.73709028,     -102.374620589,    ,-101.682013437,    ,,,,
1956.98417036,     -101.401485833,    ,-101.329709798,    ,,,,
1995.9936473,      -101.302189148,    ,-99.8535558757,    ,,,,
2035.78071832,     -100.778534294,    ,-100.930946621,    ,,,,
2076.36088356,     -100.814185758,    ,-98.4475165507,    ,,,,
2117.74995212,     -101.235846127,    ,-100.757263432,    ,,,,
2159.96404827,     -101.233337566,    ,-101.107653297,    ,,,,
2203.01961766,     -101.440740347,    ,-101.968743069,    ,,,,
2246.93343377,     -101.760068979,    ,-99.8898957299,    ,,,,
2291.72260443,     -100.649584965,    ,-101.126409949,    ,,,,
2337.40457848,     -101.392338472,    ,-100.152701867,    ,,,,
2383.99715261,     -100.695002294,    ,-99.9824448301,    ,,,,
2431.51847821,     -95.3158534063,    ,-99.9889626352,    ,,,,
2479.98706853,     -100.967230507,    ,-100.446226478,    ,,,,
2529.42180583,     -101.524835251,    ,-100.547005636,    ,,,,
2579.84194878,     -101.851155155,    ,-99.4285097038,    ,,,,
2631.26713992,     -102.391121158,    ,-100.079110883,    ,,,,
2683.71741335,     -101.283646943,    ,-100.631459686,    ,,,,
2737.21320251,     -102.35469597,     ,-100.991204683,    ,,,,
2791.77534815,     -102.187488546,    ,-100.237391499,    ,,,,
